link,type,time_ago,headline
/video/150441,Interviews,3 weeks ago,SuYoung You Post-Fight Interview | UFC Shanghai
/video/150494,Highlights,3 weeks ago,Kyle Daukaus Returns To The Octagon With A KO…
/video/150493,Highlights,3 weeks ago,Yizha Scores Quick 37 Second KO Win Over Westin…
/video/150440,Interviews,3 weeks ago,Uran Satybaldiev Post-Fight Interview | UFC Shanghai
/video/150492,Highlights,3 weeks ago,Uran Satybaldiev Earns Submission Win Against Diyar…
/news/fight-fight-preview-ufc-shanghai-walker-vs-zhang,Fight Coverage,3 weeks ago,Fight By Fight Preview | UFC Shanghai
/news/full-undercard-confirmed-netflix-announces-broadcast-lineup-call-historic-canelo-vs-crawford,Announcements,3 weeks ago,Full Undercard Confirmed As Netflix Announces…
/news/aljamain-sterling-im-still-here-ufc-shanghai,Athletes,3 weeks ago,Aljamain Sterling: “I’m Still Here”
/video/150480,Interviews,3 weeks ago,Bruna Brasil Octagon Interview | Road To UFC…
/news/loneer-kavanagh-ready-kick-things-gear-ufc-shanghai-flyweight,Athletes,3 weeks ago,Lone’er Kavanagh Is Ready To Kick Things Up A Gear
/news/westin-wilson-enjoying-chaos-ufc-shanghai,Athletes,3 weeks ago,Westin Wilson Enjoying The Chaos
/news/gauge-youngs-gangster-pants-ufc-shanghai,Athletes,3 weeks ago,Gauge Young's Gangster Pants
/news/road-to-ufc-live-results-season-4-semifinals-shi-vs-brasil-recaps-official-scorecards-interviews-shanghai,Road To UFC,3 weeks ago,Road To UFC Results | Season 4 Semifinals: Shi vs…
/video/150470,Weigh-in,3 weeks ago,Weigh-In Highlights | UFC Shanghai
/video/150469,Weigh-in,3 weeks ago,Faceoffs | UFC Shanghai
/news/updates-ufc-shanghai,Announcements,3 weeks ago,Updates To UFC Shanghai
/news/official-weigh-in-results-ufc-fight-night-walker-vs-zhang-shanghai,Weigh-in,3 weeks ago,Official Weigh-In Results | UFC Fight Night: Walker…
/video/150439,Fight Coverage,3 weeks ago,Ortega vs Sterling Co-Main Preview | UFC Shanghai
/video/150438,Podcast,3 weeks ago,UFC Unfiltered | Anthony Hernandez & Caio Borralho…
/news/terrance-saeteruns-call-finally-came-flyweight-ufc-shanghai,Athletes,3 weeks ago,Terrance Saeterun's Call Finally Came
/news/zhang-mingyang-embracing-spotlight-ufc-shanghai-light-heavyweight,Athletes,3 weeks ago,Zhang Mingyang Is Embracing The Spotlight
/news/brian-ortega-always-within-striking-distance-ufc-shanghai,Athletes,3 weeks ago,Brian Ortega Is Always Within Striking Distance
/news/johnny-walker-experience-everything-ufc-fight-night-shanghai,Athletes,3 weeks ago,Johnny Walker | Experience Over Everything
/news/official-weigh-in-results-road-to-ufc-season-4-semifinals-shi-vs-brasil,Road To UFC,3 weeks ago,Weigh-In Results | Road To UFC Season 4 Semifinals
/video/126058,Highlights,3 weeks ago,Johnny Walker | Best Moments
/news/rongzhu-continued-evolution-ufc-fight-night-shanghai,Athletes,3 weeks ago,The Continued Evolution Of Rongzhu
/news/co-main-spotlight-brian-ortega-vs-aljamain-sterling-ufc-shanghai,Fight Coverage,3 weeks ago,Co-Main Spotlight | Brian Ortega vs Aljamain Sterling
/news/rebuilding-sergei-pavlovich-ready-show-his-level-ufc-shanghai,Athletes,3 weeks ago,Rebuilding Pavlovich Ready To Show His Level
/news/charles-johnson-chasing-something-bigger-ufc-shanghai,Athletes,3 weeks ago,Charles Johnson | Chasing Something Bigger
/video/150383,Dana White's Contender Series,3 weeks ago,Contract Winners And Interviews | Dana White’s…
/news/week-2-results-scorecards-dana-whites-contender-series-season-9,Results,3 weeks ago,Week 2 Results + Scorecards | Dana White's Contender…
/video/150374,Press Conference,3 weeks ago,Post-Fight Press Conference | Dana White's Contender…
/news/reinier-de-ridder-and-anthony-hernandez-clash-vancouver-main-event,Announcements,3 weeks ago,Reinier de Ridder And Anthony Hernandez Clash In…
/news/where-we-stand-middleweight-division,Athletes,3 weeks ago,Where We Stand: Middleweight Division | August 2025
/video/150371,Highlights,3 weeks ago,Zhang Mingyang | Best Finishes
/news/zhang-mingyang-journey-main-event-light-heavyweight,Athletes,3 weeks ago,Zhang Mingyang | Journey To Main Event
/video/150368,UFC Unfiltered,3 weeks ago,"UFC Unfiltered | UFC 319 Debrief, Taking Victory…"
/news/fight-fight-preview-road-ufc-season-4-semifinals,Road To UFC,3 weeks ago,Fight By Fight Preview | Road to UFC Season 4…
/video/150364,Interviews,3 weeks ago,Bruna Brasil Fight Week Interview | Road To UFC…
/news/fighters-on-the-rise-ufc-shanghai-walker-vs-zhang,Fight Coverage,4 weeks ago,Fighters on the Rise | UFC Shanghai
/video/150357,Interviews,4 weeks ago,Aljamain Sterling Fight Week Interview | UFC Shanghai
/video/150356,Interviews,4 weeks ago,Charles Johnson Fight Week Interview | UFC Shanghai
/video/150355,Interviews,4 weeks ago,Johnny Walker Fight Week Interview | UFC Shanghai
/video/150354,Interviews,4 weeks ago,Zhang Mingyang Fight Week Interview | UFC Shanghai
/video/150353,Interviews,4 weeks ago,Brian Ortega Fight Week Interview | UFC Shanghai
/video/150352,Interviews,4 weeks ago,Lone’er Kavanagh Fight Week Interview | UFC Shanghai
/video/150351,Interviews,4 weeks ago,Westin Wilson Fight Week Interview | UFC Shanghai
/video/150350,Interviews,4 weeks ago,Rongzhu Fight Week Interview | UFC Shanghai
/news/week-2-preview-dana-whites-contender-series-season-9,Dana White's Contender Series,4 weeks ago,"Week 2 Preview | Dana White’s Contender Series,…"
/news/dana-whites-contender-series-picks-season-9-week-2-draftkings-sportsbook,Dana White's Contender Series,4 weeks ago,"Dana White's Contender Series Picks: Season 9, Week…"
/video/150341,Dana White's Contender Series,4 weeks ago,Manuel Exposito vs Jose Delano Preview | DWCS Season…
/video/150339,Dana White's Contender Series,4 weeks ago,Kaushik Saikumar vs Louis Lee Scott Preview | DWCS…
/video/150340,Dana White's Contender Series,4 weeks ago,Josh Hokit vs Guilherme Uriel Preview | DWCS Season…
/video/150338,Dana White's Contender Series,4 weeks ago,Tommy Cuozzi vs Ramiro Jimenez Preview | DWCS Season…
/node/140083,Free Fight,4 weeks ago,Full Fight | Brian Ortega vs Yair Rodriguez 2
/video/150335,Free Fight,4 weeks ago,Full Fight | Aljamain Sterling vs Calvin Kattar
/video/150333,Free Fight,4 weeks ago,Full Fight | Johnny Walker vs Paul Craig
/video/150332,Free Fight,4 weeks ago,Full Fight | Zhang Mingyang vs Anthony Smith
/news/bigger-picture-ufc-319-du-plessis-vs-chimaev,Fight Coverage,4 weeks ago,The Bigger Picture | UFC 319: Du Plessis vs Chimaev
/news/ufc-ppv-main-event-simulation-ea-sports,EA Sports,4 weeks ago,UFC 319 Main Event Recap From EA Sports
/video/150326,Interviews,4 weeks ago,Shi Ming Fight Week Interview | Road To UFC Season 4…
/video/150234,Interviews,4 weeks ago,Michael 'Venom' Page Octagon Interview | UFC 319
/video/150321,Podcast,4 weeks ago,"About Last Fight | Lerone Murphy’s Big Win, Prates’…"
/video/150316,Interviews,4 weeks ago,Lerone Murphy Octagon Interview | UFC 319
/video/150233,Interviews,4 weeks ago,Tim Elliott Octagon Interview | UFC 319
/video/150235,Interviews,4 weeks ago,Carlos Prates Octagon Interview | UFC 319
/video/150315,Fight Coverage,4 weeks ago,Khamzat Chimaev Post-Fight Press Conference | UFC 319
/video/150311,Fight Coverage,4 weeks ago,Dana White Post-Fight Press Conference | UFC 319
/video/150310,Fight Coverage,4 weeks ago,Khamzat Chimaev Post-Fight Interview | UFC 319
/video/150309,Fight Coverage,4 weeks ago,Lerone Murphy Post-Fight Press Conference | UFC 319
/video/150308,Fight Coverage,4 weeks ago,Carlos Prates Post-Fight Press Conference | UFC 319
/news/main-card-results-highlights-winner-interviews-ufc-319-du-plessis-vs-chimaev-chicago,Results,4 weeks ago,Main Card Results | UFC 319: Du Plessis vs Chimaev
/video/150229,Interviews,4 weeks ago,Carlos Prates Post-Fight Interview | UFC 319
/video/150294,Press Conference,4 weeks ago,Post-Fight Press Conference | UFC 319: Du Plessis vs…
/video/150230,Interviews,4 weeks ago,Lerone Murphy Post-Fight Interview | UFC 319
/news/official-judges-scorecards-ufc-319-du-plessis-vs-chimaev-chicago,Scorecards,4 weeks ago,Official Scorecards | UFC 319: Du Plessis vs Chimaev
/video/150228,Interviews,4 weeks ago,Michael 'Venom' Page Post-Fight Interview | UFC 319
/video/150300,Interviews,4 weeks ago,Baisangur Susurkaev Post-Fight Interview | UFC 319
/video/150299,Interviews,4 weeks ago,Michael Oleksiejczuk Post-Fight Interview | UFC 319
/video/150225,Interviews,4 weeks ago,Loopy Godinez Post-Fight Interview | UFC 319
/news/chicago-prelim-results-du-plessis-chimaev-ufc-319,Results,4 weeks ago,Prelim Results | UFC 319: Du Plessis vs Chimaev
/video/150224,Interviews,4 weeks ago,Alexander Hernandez Post-Fight Interview | UFC 319
/video/150221,Interviews,4 weeks ago,Karine Silva Post-Fight Interview | UFC 319
/video/150220,Interviews,4 weeks ago,Joseph Morales Post-Fight Interview | UFC 319: Du…
/video/150288,Embedded,1 month ago,UFC 319 Embedded | Episode 6
/news/where-aaron-pico-belongs-ufc-319,Athletes,1 month ago,Aaron Pico | Where I Belong
/video/150286,Interviews,1 month ago,Dricus Du Plessis Talks With Charly Arnolt | UFC 319
/video/150285,Interviews,1 month ago,Lerone Murphy Talks With Charly Arnolt | UFC 319
/video/150284,Interviews,1 month ago,Aaron Pico Talks With Charly Arnolt | UFC 319
/video/150281,Fight Coverage,1 month ago,Faceoffs | UFC 319: Du Plessis vs Chimaev
/video/150261,Fight Coverage,1 month ago,Ceremonial Weigh-Ins | UFC 319: Du Plessis vs Chimaev
/video/150280,Fight Preview,1 month ago,Cold Open | UFC 319: Du Plessis vs Chimaev
/video/150266,Weigh-in,1 month ago,Ceremonial Weigh-Ins | UFC 319: Du Plessis vs Chimaev
/news/tim-elliott-just-wants-to-compete-ufc-319,Athletes,1 month ago,Tim Elliott Just Wants To Compete
/news/drakkar-klose-does-not-want-to-have-any-regrets-ufc-319,Athletes,1 month ago,Drakkar Klose Does Not Want To Have Any Regrets
/video/150276,Interviews,1 month ago,Kamaru Usman Previews UFC 319
/news/official-weigh-results-ufc-319-du-plessis-vs-chimaev,Weigh-in,1 month ago,Official Weigh-In Results | UFC 319: Du Plessis vs…
/news/a-new-kai-asakura-is-ready-to-establish-himself-ufc-319,Athletes,1 month ago,A ‘New’ Kai Asakura Is Ready To Establish Himself
/video/150272,Weigh-in,1 month ago,Weigh-In Highlights | UFC 319: Du Plessis vs Chimaev
/news/updates-ufc-319-du-plessis-vs-chimaev,Announcements,1 month ago,Updates to UFC 319: Du Plessis vs Chimaev
/news/jared-cannonier-defend-then-advance-ufc-319,Athletes,1 month ago,Jared Cannonier | Defend Then Advance
/news/loopy-godinez-i-feel-i-have-improved-ufc-319,Athletes,1 month ago,Loopy Godinez | 'I Feel Like I Have Improved'
/news/karine-silva-road-forward-ufc-319,Athletes,1 month ago,Karine Silva | The Road Forward
/news/statement-alvin-hines,Anti-Doping,1 month ago,Statement On Alvin Hines
/video/150268,Embedded,1 month ago,UFC 319 Embedded | Episode 5
/video/150265,Weigh-in,1 month ago,Live Weigh-In Show | UFC 319: Du Plessis vs Chimaev
/video/101145,Highlights,1 month ago,Jéssica Andrade | Top Finishes
/video/150262,Fight Coverage,1 month ago,Press Conference Highlights | UFC 319: Du Plessis vs…
/video/150216,Press Conference,1 month ago,Pre-Fight Press Conference | UFC 319: Du Plessis vs…
/news/michael-venom-page-get-ready-for-a-different-mvp-ufc-319,Athletes,1 month ago,Michael 'Venom' Page | Get Ready For A Different …
/news/dricus-du-plessis-theres-no-man-that-can-break-me-ufc-319,Athletes,1 month ago,Dricus Du Plessis | ‘There’s No Man That Can Break…
/news/lerone-murphy-by-any-means-neccessary-ufc-319,Athletes,1 month ago,Lerone Murphy | By Any Means Necessary
/news/edson-barboza-looking-for-a-war-like-always-ufc-319,Athletes,1 month ago,"Edson Barboza | Looking For A War, Like Always"
/video/150241,UFC Unfiltered,1 month ago,UFC Unfiltered | Guest Co-Host Forrest Griffin Talks…
/video/150240,Podcast,1 month ago,"Fight Week Focus: Dricus Du Plessis & Michael ""Venom…"
/video/150217,Embedded,1 month ago,UFC 319 Embedded | Episode 4
/video/150236,Interviews,1 month ago,Khamzat Chimaev Octagon Interview | UFC 319: Du…
/video/150227,Interviews,4 weeks ago,Tim Elliott Post-Fight Interview | UFC 319
/video/150214,Fight Preview,1 month ago,Brian Urlacher Previews UFC 319 In Chicago
/news/joseph-morales-just-about-back-where-he-belongs-ufc-319,Athletes,1 month ago,Joseph Morales | Just About Back Where He Belongs
/news/matchup-spotlight-geoff-neal-vs-carlos-prates-ufc-319,Fight Preview,1 month ago,Matchup Spotlight | Geoff Neal vs Carlos Prates
/news/geoff-neal-ready-to-scratch-that-itch-ufc-319,Athletes,1 month ago,Geoff Neal | Ready To Scratch That Itch
/news/bonus-coverage-2025-performance-fight-of-the-night,Results,2 days ago,Bonus Coverage | Noche UFC
/news/khamzat-chimaev-journey-to-title-shot-ufc-319,Athletes,1 month ago,Khamzat Chimaev | Journey To The Title Shot
/news/khamzat-chimaev-the-time-is-now-ufc-319,Athletes,1 month ago,Khamzat Chimaev | The Time Is Now
/news/significant-stats-ufc-319-du-plessis-vs-chimaev,Athletes,1 month ago,Significant Stats | UFC 319: Du Plessis vs Chimaev
/news/ufc-319-best-bets-draftkings-sportsbook,Betting,1 month ago,UFC 319 Best Bets | DraftKings Sportsbook
/news/michal-oleksiejczuk-fighting-nerds-new-exchange-student-ufc-319,Athletes,1 month ago,Michal Oleksiejczuk | Fighting Nerds’ New Exchange…
/video/150185,The Ultimate Fighter,1 month ago,Chael Sonnen Reacts To Daniil Donchenko's Semi-Final…
/video/150184,The Ultimate Fighter,1 month ago,Daniel Cormier Reacts To Daniil Donchenko's Semi…
/video/150186,The Ultimate Fighter,1 month ago,Daniil Donchenko Semifinal Post-Fight Interview |…
/news/ultimate-fighter-season-33-episode-12-recap,The Ultimate Fighter,1 month ago,The Ultimate Fighter Season 33 | Episode 12 Recap
/video/150181,Interviews,1 month ago,Chase Hooper Fight Week Interview | UFC 319
/video/150177,Embedded,1 month ago,UFC 319 Embedded | Episode 3
/news/week-1-results-scorecards-fight-recaps-interviews-contract-winners-dana-whites-contender-series-season-9,Results,1 month ago,Week 1 Results + Scorecards | Dana White's Contender…
/video/150168,Dana White's Contender Series,1 month ago,Contract Winners And Interviews | Dana White’s…
/video/150163,Interviews,1 month ago,Jared Cannonier Fight Week Interview | UFC 319
/news/last-time-in-chicago,Fight Coverage,1 month ago,Last Time In Chicago
/video/150159,Interviews,1 month ago,Carlos Prates Fight Week Interview | UFC 319
/video/150161,Interviews,1 month ago,Lerone Murphy Fight Week Interview | UFC 319
/video/150157,Athletes,1 month ago,Fighters On The Rise | UFC 319: Du Plessis vs Chimaev
/video/150156,Interviews,1 month ago,Kai Asakura Fight Week Interview | UFC 319
/video/150154,Interviews,1 month ago,Michael 'Venom' Page Fight Week Interview | UFC 319
/video/150155,Interviews,1 month ago,Dricus Du Plessis Fight Week Interview | UFC 319
/video/150150,Interviews,1 month ago,Aaron Pico Fight Week Interview | UFC 319
/news/ufc-319-collection-here,UFC Store,1 month ago,UFC 319 Collection is Here!
/news/dana-whites-contender-series-season-9-week-1-preview,Fight Coverage,1 month ago,"Week 1 Preview | Dana White’s Contender Series,…"
/news/ea-sports-ufc-5-content-update-august-2025,EA Sports,1 month ago,EA Sports UFC 5 Content Update | August 2025
/news/khamzat-chimaevs-ufc-unrivaled-fight-shorts,Licensed,1 month ago,Khamzat Chimaev’s UFC Unrivaled Fight Shorts
/news/get-to-know-aaron-pico,Athletes,1 month ago,Get To Know Aaron Pico
/news/dana-whites-contender-series-picks-season-9-week-1-draftkings-sportsbook,Betting,1 month ago,"Dana White’s Contender Series Picks: Season 9, Week…"
/video/150140,Embedded,1 month ago,UFC 319 Embedded | Episode 2
/news/fighters-on-the-rise-ufc-319-du-plessis-vs-chimaev,Fight Coverage,1 month ago,Fighters on the Rise | UFC 319: Du Plessis vs Chimaev
/news/lerone-murphy-takes-eight-fight-win-streak-ufc-319,Athletes,1 month ago,Lerone Murphy Takes Eight-Fight Win Streak Into UFC…
/news/coach-conversation-ufc-319-dricus-du-plessis-vs-khamzat-chimaev,Fight Preview,1 month ago,Coach Conversation | UFC 319: Dricus Du Plessis vs…
/video/150136,Fight Preview,1 month ago,Lerone Murphy vs Aaron Pico Preview | UFC 319
/video/150135,Athletes,1 month ago,Dricus Du Plessis | The Pride Of South Africa
/video/150130,Athletes,1 month ago,Dricus Du Plessis | A Spirit Unbroken
/video/150102,Free Fight,5 years ago,Full Fight | Khamzat Chimaev vs John Phillips
/video/150101,Free Fight,5 years ago,Full Fight | Khamzat Chimaev vs Rhys McKee
/video/150100,Free Fight,3 years ago,Full Fight | Khamzat Chimaev vs Gilbert Burns
/news/five-khamzat-chimaev-fights-to-watch-ufc-fight-pass,Athletes,1 month ago,Five Khamzat Chimaev Fights To Watch
/video/150095,Fight Pass Preview,1 month ago,Full Fight | Khamzat Chimaev vs Robert Whittaker
/news/ufc-bars-and-theaters,,1 month ago,UFC In Bars And Theaters
/news/fight-by-fight-preview-ufc-319-du-plessis-vs-chimaev,Fight Coverage,1 month ago,Fight By Fight Preview | UFC 319: Du Plessis vs…
/video/150080,Embedded,1 month ago,UFC 319 Embedded | Episode 1
/video/150079,,1 month ago,UFC 319 Promo
/node/144576,Fight Pass Preview,1 month ago,Full Fight | Dricus Du Plessis vs Israel Adesanya
/news/how-watch-and-stream-ufc-319-du-plessis-vs-chimaev,Watch UFC,1 month ago,How To Watch And Stream UFC 319: Du Plessis vs…
/video/150068,Dana White's Contender Series,1 month ago,Christopher Ewert vs Yuri Panferov Preview | DWCS…
